gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2000,12,2000-12-31,558.38,72.818,22.457,-29.949,23.431,0.867,343.603,0.0,3.334,0.0,0.0
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2001,12,2001-12-31,720.427,237.865,42.304,-12.876,79.86,3.432,466.952,0.0,-2.687,175.0,0.0
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2002,12,2002-12-31,549.051,196.908,39.479,-66.467,97.311,7.859,350.046,0.0,-157.541,175.0,0.0
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2003,12,2003-12-31,557.726,323.715,11.174,-95.365,95.365,10.65,364.075,0.0,-129.277,300.0,0.0
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2004,12,2004-12-31,549.345,441.956,12.474,-121.827,89.88,12.02,386.808,0.0,-186.509,296.986,0.0
024191,MEDAREX INC,MEDX.1,14,583916101,USA,2836,I,2005,12,2005-12-31,486.876,316.041,51.455,-99.817,85.984,12.737,351.307,0.0,-148.012,150.0,0.0
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2000,10,2000-10-31,,,,,,,,,,,
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2001,10,2001-10-31,,,,,,,,,,,
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2002,10,2002-10-31,,,,,,,,,,,
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2003,10,2003-10-31,,,,,,,,,,,
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2004,10,2004-10-31,,,,,,,,,,,
024192,NUVEEN QUAL INCM MUN FD INC,NQU,11,670977107,USA,6726,I,2005,10,2005-10-31,,,,,,,,,,,
024195,PHYAMERICA PHYSICIAN GROUP,3ERDR,13,71940A101,USA,7363,I,2000,12,2000-12-31,87.112,231.302,320.396,-27.793,11.407,1.843,0.0,0.0,-47.913,175.352,1.728
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2000,12,2000-12-31,335.796,74.049,367.432,72.732,45.661,19.481,75.203,0.0,36.632,0.0,8.472
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2001,12,2001-12-31,373.107,71.377,386.081,78.781,49.215,22.229,79.559,0.0,37.62,0.0,8.38
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2002,12,2002-12-31,416.652,75.679,412.67,85.939,49.455,20.124,147.191,0.0,45.389,0.0,0.973
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2003,12,2003-12-31,521.875,107.797,475.992,102.787,45.224,15.0,220.705,0.0,57.09,0.0,0.494
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2004,12,2004-12-31,514.237,116.185,549.181,124.335,62.63,16.3,137.272,0.0,78.332,0.519,1.291
024197,IDEXX LABS INC,IDXX,14,45168D104,USA,2835,A,2005,12,2005-12-31,490.676,121.366,638.095,138.031,65.697,21.7,132.731,0.0,78.254,0.0,0.551
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2000,12,2000-12-31,104.438,32.587,75.683,10.811,58.29,3.956,12.858,0.0,4.828,19.93,0.101
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2001,12,2001-12-31,107.244,39.458,77.846,5.481,56.736,7.985,5.192,0.0,-4.41,18.683,2.53
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2002,12,2002-12-31,114.732,30.709,83.374,6.738,53.535,7.739,13.988,0.0,-1.155,15.922,2.661
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2003,12,2003-12-31,127.213,30.993,94.433,19.247,47.107,8.236,15.326,0.0,10.867,13.262,2.661
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2004,12,2004-12-31,116.404,25.009,88.577,8.624,37.447,7.232,13.391,0.0,-5.283,10.076,2.661
024198,OSTEOTECH INC,OSTE,14,688582105,USA,8090,I,2005,12,2005-12-31,111.022,40.267,93.307,-12.764,39.962,5.398,13.484,0.0,-21.117,15.603,0.655
024203,EQUIVEST FINANCE INC,EQUI.,13,29476H403,USA,6531,I,2000,12,2000-12-31,436.974,351.168,158.256,46.669,21.58,3.115,9.69,0.0,10.444,230.212,58.163
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2000,12,2000-12-31,5.065,2.453,12.83,-0.66,0.25,0.15,1.266,0.0,-0.824,0.0,0.603
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2001,12,2001-12-31,6.631,3.392,19.933,0.288,0.356,0.169,2.289,0.0,0.121,0.0,0.512
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2002,12,2002-12-31,16.722,5.464,24.821,0.599,0.893,0.188,6.471,0.0,0.333,0.0,0.0
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2003,12,2003-12-31,11.676,3.854,26.138,-1.89,0.732,0.293,5.225,0.0,-4.252,0.0,0.0
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2004,12,2004-12-31,9.921,4.588,20.992,-3.611,0.52,0.296,6.156,0.0,-4.858,0.0,0.228
024204,LENDWAY INC,LDWY,14,45765Y204,USA,6159,A,2005,12,2005-12-31,6.673,4.601,19.598,-3.078,0.409,0.239,2.711,0.0,-3.308,0.929,0.333
024205,INTL SPECIALTY PRODUCTS INC,ISP.1,11,460337108,USA,2860,I,2000,12,2000-12-31,1960.284,1268.949,783.941,163.267,562.973,67.485,562.74,0.0,94.106,524.78,368.101
024205,INTL SPECIALTY PRODUCTS INC,ISP.1,11,460337108,USA,2860,I,2001,12,2001-12-31,2172.568,1568.511,787.216,180.867,560.844,70.349,683.384,0.0,0.167,919.557,310.408
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2000,12,2000-12-31,31033.0,24840.0,6691.0,2197.0,17846.0,582.0,2178.0,0.0,641.0,16927.0,2465.0
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2001,12,2001-12-31,36736.0,29667.0,9327.0,3041.0,23434.0,859.0,1510.0,15.0,273.0,20564.0,2672.0
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2002,12,2002-12-31,33776.0,33299.0,8632.0,2870.0,18846.0,837.0,1172.0,0.0,-3509.0,17684.0,3341.0
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2003,12,2003-12-31,29904.0,28454.0,8415.0,,18505.0,,2214.0,0.0,-403.0,16792.0,2846.0
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2004,12,2004-12-31,28923.0,26672.0,9463.0,3401.0,18177.0,801.0,1944.0,0.0,292.0,16875.0,1761.0
024216,AES CORP (THE),AES,11,00130H105,USA,4991,A,2005,12,2005-12-31,29432.0,26172.0,11086.0,3846.0,18654.0,889.0,2013.0,0.0,630.0,15947.0,1803.0
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2000,9,2000-09-30,30.977,19.095,53.825,4.663,14.865,0.935,0.413,0.0,1.667,9.87,0.61
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2001,9,2001-09-30,27.261,17.19,43.494,4.357,13.888,0.906,0.279,0.0,-2.136,8.646,1.462
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2002,9,2002-09-30,24.125,14.807,43.335,1.958,12.093,0.876,2.475,0.0,-1.031,8.246,0.501
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2003,9,2003-09-30,17.997,16.046,47.346,0.227,10.841,0.592,1.921,0.0,-4.841,6.695,0.474
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2004,9,2004-09-30,17.933,15.862,48.228,1.701,10.452,0.467,1.745,,0.113,6.203,3.755
024218,CALLOWAY'S NURSERY INC,CLWY,19,131255200,USA,5200,A,2005,12,2005-12-31,18.784,15.925,47.208,2.679,10.159,0.383,5.062,,1.491,9.21,2.311
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2000,12,2000-12-31,229.093,111.133,452.374,51.062,12.427,6.873,10.967,0.0,23.534,65.434,2.868
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2001,12,2001-12-31,250.661,51.625,542.265,55.529,18.373,9.562,19.559,0.0,21.035,0.0,0.0
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2002,12,2002-12-31,235.53,46.916,562.565,48.031,19.844,8.334,9.584,0.0,24.395,0.0,0.0
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2003,12,2003-12-31,233.626,55.671,539.322,39.828,14.063,8.559,38.385,0.0,-13.699,0.0,0.0
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2004,12,2004-12-31,277.666,70.638,383.846,51.49,15.149,8.556,53.478,0.0,23.181,2.142,4.731
024219,REHABCARE GROUP INC,RHB,11,759148109,USA,8060,I,2005,12,2005-12-31,272.925,74.677,454.266,48.433,27.495,10.655,28.103,0.0,-16.982,4.059,3.408
024220,COR THERAPEUTICS INC,CORR.1,14,217753102,USA,2834,I,2000,12,2000-12-31,425.146,377.015,104.741,-17.851,3.724,3.761,339.878,0.0,-16.651,301.659,1.265
024222,VARSITY BRANDS INC,VBR.1,12,92227P108,USA,2330,I,2000,12,2000-12-31,193.817,167.945,234.721,20.076,8.543,2.889,1.116,0.0,0.561,138.919,0.0
024222,VARSITY BRANDS INC,VBR.1,12,92227P108,USA,2330,I,2001,12,2001-12-31,118.631,101.254,147.549,16.288,4.387,2.051,14.397,0.0,-8.495,80.41,1.375
024222,VARSITY BRANDS INC,VBR.1,12,92227P108,USA,2330,I,2002,12,2002-12-31,119.558,91.771,156.404,19.012,3.459,1.92,18.821,0.0,9.927,69.785,2.375
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2000,12,2000-12-31,75.166,19.596,77.691,5.671,7.065,4.294,45.994,0.0,-0.128,0.0,0.0
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2001,12,2001-12-31,76.927,40.435,81.638,6.175,3.795,4.069,12.264,0.0,-22.205,0.0,0.0
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2002,12,2002-12-31,186.444,65.543,139.229,25.757,3.284,2.226,2.643,0.0,14.645,26.076,6.102
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2003,12,2003-12-31,233.938,90.218,214.741,31.073,7.89,2.797,1.072,0.0,13.075,39.599,7.911
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2004,12,2004-12-31,283.784,279.331,282.368,19.669,11.104,3.4,1.176,0.0,-141.405,210.991,6.496
024224,CURATIVE HEALTH SERVICES INC,CUREQ,19,23126W100,USA,5912,I,2005,12,2005-12-31,169.288,263.621,261.059,10.766,11.934,4.3,1.099,0.0,-101.592,0.0,213.245
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,1999,3,2000-03-31,71.187,15.894,186.765,26.268,16.631,6.965,5.643,0.0,11.967,0.0,0.0
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,2000,3,2001-03-31,77.565,18.847,209.554,27.914,20.071,6.759,9.457,0.0,13.222,0.0,0.0
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,2001,3,2002-03-31,80.295,19.312,235.912,32.318,22.481,8.414,12.601,0.0,14.821,0.0,0.0
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,2002,3,2003-03-31,93.325,26.105,282.776,37.587,25.848,10.839,5.913,0.0,16.584,0.0,0.0
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,2003,3,2004-03-31,106.311,28.689,305.279,35.324,29.387,9.958,8.641,0.0,16.013,0.0,0.0
024225,CORVEL CORP,CRVL,14,221006109,USA,6411,A,2004,3,2005-03-31,105.293,31.052,291.0,27.6,29.649,11.085,8.945,0.0,10.157,0.0,0.0
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2000,12,2000-12-31,3013.43,2672.04,265.644,85.218,51.636,12.028,193.257,13.611,36.824,2.177,144.561
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2001,12,2001-12-31,3679.845,3275.228,289.214,95.14,66.266,12.791,265.241,12.195,39.255,51.606,161.333
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2002,12,2002-12-31,3973.147,3548.565,302.375,110.302,71.355,9.541,235.043,12.721,51.043,51.02,161.058
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2003,12,2003-12-31,4150.358,3715.477,292.905,119.998,73.332,,189.37,13.544,54.955,50.428,159.496
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2004,12,2004-12-31,4664.726,4200.144,311.797,132.002,79.848,,306.058,18.977,61.704,50.273,196.278
024232,HANCOCK WHITNEY CORP,HWC,14,410120109,USA,6020,A,2005,12,2005-12-31,5950.187,5472.772,355.317,123.225,79.386,,681.33,23.416,54.032,50.266,252.282
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2000,12,2000-12-31,898.106,512.047,462.774,67.722,12.76,3.548,37.137,1.397,47.714,45.5,0.0
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2001,12,2001-12-31,1367.496,967.303,623.272,23.287,13.25,3.036,36.293,1.566,20.615,45.5,0.0
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2002,12,2002-12-31,1592.995,1129.226,967.479,45.739,12.741,5.616,101.457,1.715,36.995,75.5,0.0
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2003,12,2003-12-31,1836.667,1294.376,1041.696,95.75,12.492,8.836,43.971,1.961,63.622,161.22,0.0
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2004,12,2004-12-31,2023.7,1365.5,1092.4,167.6,13.3,8.7,69.5,2.3,110.0,164.5,0.0
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2005,12,2005-12-31,2274.9,1511.4,1139.5,190.1,12.6,9.3,53.0,8.6,125.9,118.7,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,1999,1,2000-01-31,471.855,58.312,274.927,8.962,14.35,4.966,294.643,0.0,29.33,0.0,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,2000,1,2001-01-31,510.697,75.371,385.94,19.489,33.982,8.243,244.723,0.0,-29.894,0.0,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,2001,1,2002-01-31,449.69,62.69,462.322,6.866,35.972,12.341,231.867,0.0,-9.489,0.395,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,2002,1,2003-01-31,406.274,89.166,554.926,5.45,39.905,15.937,168.634,0.0,-39.11,1.669,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,2003,1,2004-01-31,396.591,86.839,616.795,7.13,54.511,17.846,127.181,0.0,-11.392,2.002,0.0
024234,LEGACY IMBDS INC,IMBIQ,19,452465206,USA,5961,I,2004,1,2005-01-31,350.296,90.454,649.416,-21.798,52.725,20.12,100.581,0.0,-57.601,1.38,0.0
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2000,12,2000-12-31,538.256,465.817,40.338,14.057,5.796,0.532,31.187,4.015,7.934,0.0,83.618
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2001,12,2001-12-31,587.238,510.909,40.626,14.346,5.576,0.466,34.315,4.466,7.759,0.0,96.17
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2002,12,2002-12-31,635.676,559.084,34.715,14.494,5.478,0.382,37.578,4.664,7.511,6.5,97.181
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2003,12,2003-12-31,689.619,614.29,31.057,12.564,5.37,0.377,38.584,4.65,5.526,6.5,109.867
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2004,12,2004-12-31,749.584,676.402,36.644,11.677,9.313,1.032,29.299,4.732,4.001,6.5,74.764
024278,NORTHERN STATES FINANCIAL CP,NSFC,19,665751103,USA,6020,I,2005,12,2005-12-31,722.528,651.776,39.426,9.838,9.427,1.009,29.668,2.663,2.087,16.5,73.093
024283,BIG HEART PET BRANDS,DLM,11,24522P103,USA,2040,A,2000,6,2000-06-30,1040.7,1030.1,1462.1,194.0,341.8,36.6,5.1,0.0,128.7,443.0,189.1
024283,BIG HEART PET BRANDS,DLM,11,24522P103,USA,2040,A,2001,6,2001-06-30,1124.1,1099.2,1512.0,174.5,326.4,33.4,12.4,0.0,13.8,709.8,4.5
024283,BIG HEART PET BRANDS,DLM,11,24522P103,USA,2040,A,2002,4,2003-04-30,3544.9,2595.5,2171.1,303.0,873.5,49.2,42.7,0.0,133.5,1635.3,12.1
024283,BIG HEART PET BRANDS,DLM,11,24522P103,USA,2040,A,2003,4,2004-04-30,3459.7,2330.8,3129.9,509.3,820.9,86.3,36.3,0.0,164.6,1369.5,7.1
024283,BIG HEART PET BRANDS,DLM,11,24522P103,USA,2040,A,2004,4,2005-04-30,3530.6,2270.0,3180.9,444.2,807.9,88.0,145.9,0.0,117.9,1304.4,2.7
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2000,12,2000-12-31,10120.3,7524.186,622.486,524.391,,3.614,685.606,32.213,366.172,3339.206,1977.786
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2001,12,2001-12-31,12267.695,9284.007,724.546,612.274,,3.479,541.072,35.937,432.906,4502.885,2053.358
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2002,12,2002-12-31,15355.538,11730.359,965.314,604.876,,3.466,768.642,40.251,432.594,6308.718,1723.087
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2003,12,2003-12-31,16747.314,12492.756,1256.201,890.948,,3.165,413.674,44.739,618.915,6330.694,1762.984
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2004,12,2004-12-31,18585.258,13560.801,1398.452,1030.882,,2.89,979.463,50.91,724.551,7787.678,1159.249
024287,AMBAC FINANCIAL GROUP INC,ABKFQ,19,023139108,USA,6351,A,2005,12,2005-12-31,19725.14,14352.933,1652.092,1120.782,,4.287,1014.427,58.805,751.01,8877.987,608.385
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2000,12,2000-12-31,562.212,302.217,303.244,93.34,193.624,13.562,7.208,0.0,35.338,203.957,10.817
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2001,12,2001-12-31,641.429,328.999,324.436,100.263,238.026,14.818,6.252,0.0,40.288,218.314,11.875
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2002,12,2002-12-31,819.8,455.411,365.874,104.351,286.226,15.967,98.739,0.0,40.848,316.938,8.554
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2003,12,2003-12-31,843.004,460.644,404.805,136.233,314.221,18.625,73.533,16.102,36.782,317.279,8.887
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2004,12,2004-12-31,821.677,481.913,359.002,112.156,326.848,18.736,58.535,20.696,33.421,307.693,9.869
024291,DINE BRANDS GLOBAL INC,DIN,11,254423106,USA,6794,A,2005,12,2005-12-31,771.08,477.234,348.023,117.121,317.959,20.153,23.111,19.55,43.937,286.891,24.055
024292,PACIFIC NORTHWEST BANCORP,PNWB,14,69466M103,USA,6020,I,2000,12,2000-12-31,2882.87,2704.134,230.581,47.152,58.466,7.586,86.328,8.699,6.269,167.953,791.92
024292,PACIFIC NORTHWEST BANCORP,PNWB,14,69466M103,USA,6020,I,2001,12,2001-12-31,2741.508,2541.022,225.764,64.638,50.837,8.737,58.625,8.738,22.092,300.022,614.129
024292,PACIFIC NORTHWEST BANCORP,PNWB,14,69466M103,USA,6020,I,2002,12,2002-12-31,3127.009,2865.396,197.392,69.526,48.082,6.23,100.952,8.785,28.76,500.153,288.206
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2000,12,2000-12-31,3343.1,3159.8,2169.8,174.3,1176.1,76.9,23.4,0.0,16.8,957.8,31.6
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2001,12,2001-12-31,2743.7,3066.3,1732.7,-8.5,1215.4,90.2,153.3,0.0,-459.4,700.8,173.5
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2002,12,2002-12-31,2225.4,3189.2,1469.6,-63.3,1009.9,91.5,78.7,0.0,-468.7,42.7,0.9
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2003,12,2003-12-31,1623.5,3240.4,1365.3,-154.9,612.6,73.2,35.9,0.0,-788.3,24.2,1.3
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2004,12,2004-12-31,1882.4,4265.9,942.4,-2.1,214.6,22.3,55.4,0.0,-746.8,2.8,1.2
024293,KAISER ALUMINUM CORP,3KLUCQ,13,483007100,USA,3350,A,2005,12,2005-12-31,1538.9,4679.4,1089.7,87.7,223.4,19.9,49.5,0.0,-753.7,1.2,1.1
024295,SOFTWARE SPECTRUM INC,SSPE.,14,833960107,USA,5045,I,1999,4,2000-04-30,232.854,167.875,1005.578,26.831,20.807,10.286,5.652,0.0,-6.999,7.8,0.063
024295,SOFTWARE SPECTRUM INC,SSPE.,14,833960107,USA,5045,I,2000,4,2001-04-30,227.789,168.066,1213.283,20.344,18.126,10.09,16.387,0.0,2.372,0.0,3.8
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2000,9,2000-09-30,23.254,1.681,7.86,-4.963,11.053,1.163,8.859,0.0,-5.531,0.0,0.0
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2001,9,2001-09-30,19.659,1.204,8.302,-1.968,9.948,1.371,5.748,0.0,-2.955,0.0,0.0
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2002,9,2002-09-30,19.636,2.492,11.075,-0.316,9.261,1.291,4.464,0.0,-1.395,0.0,0.0
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2003,9,2003-09-30,21.125,2.983,14.655,1.432,8.664,1.26,5.966,0.0,0.33,0.267,0.074
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2004,9,2004-09-30,21.384,2.496,15.011,1.952,8.443,1.295,5.873,0.0,0.747,0.172,0.072
024304,ROCHESTER MEDICAL CORP,ROCM,14,771497104,USA,3841,I,2005,9,2005-09-30,22.209,1.921,15.942,1.624,7.561,1.267,6.417,0.0,0.934,0.098,0.074
024312,LITTLE SWITZERLAND INC,3LSVI,13,537528101,USA,5944,I,1999,5,2000-05-31,42.479,21.126,55.026,-6.05,11.858,2.949,0.959,0.0,-15.456,0.0,10.175
024312,LITTLE SWITZERLAND INC,3LSVI,13,537528101,USA,5944,I,2000,5,2001-05-31,45.333,22.044,56.276,-5.741,6.769,2.135,1.467,0.0,-7.6,4.022,0.0
024312,LITTLE SWITZERLAND INC,3LSVI,13,537528101,USA,5944,I,2001,5,2002-05-31,48.508,28.812,59.624,-1.952,6.082,1.865,0.816,0.0,-4.508,8.207,3.147
024313,NAB ASSET CORP,NABC.1,19,628712200,USA,6162,I,2000,12,2000-12-31,64.624,67.442,20.947,0.125,0.298,0.634,7.049,0.0,-4.864,6.653,49.083
024315,TCSI CORP,3TCSI,13,87233R106,USA,7372,I,2000,12,2000-12-31,46.313,7.755,18.901,-8.334,5.568,4.378,33.409,0.0,-12.355,0.0,0.0
024315,TCSI CORP,3TCSI,13,87233R106,USA,7372,I,2001,12,2001-12-31,28.568,5.959,11.06,-12.661,3.695,2.235,21.312,0.0,-16.117,0.0,0.0
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2000,12,2000-12-31,38.745,16.69,79.733,7.586,1.863,0.686,0.131,0.0,3.915,9.732,0.235
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2001,12,2001-12-31,38.561,13.227,92.28,6.495,1.945,0.944,0.248,0.0,3.019,5.851,0.338
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2002,12,2002-12-31,40.463,12.093,92.046,5.84,1.863,0.548,0.538,0.0,3.029,3.606,0.231
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2003,12,2003-12-31,47.997,12.947,110.352,10.472,2.803,0.646,1.099,0.0,5.93,0.358,0.244
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2004,12,2004-12-31,82.022,23.451,180.341,34.729,2.964,0.843,20.976,0.0,20.387,0.146,0.437
024316,MONSTER BEVERAGE CORP,MNST,14,61174X109,USA,2086,A,2005,12,2005-12-31,163.89,38.381,348.886,104.522,3.743,1.079,73.515,0.0,62.776,0.01,0.515
024321,ISPAT INLAND INC,IST1,0,46499Y007,USA,3312,I,2000,12,2000-12-31,3122.2,2754.9,2305.2,157.3,1882.1,106.0,24.0,15.4,-32.9,1085.6,27.1
024321,ISPAT INLAND INC,IST1,0,46499Y007,USA,3312,I,2001,12,2001-12-31,3035.3,3013.0,2084.1,-12.6,1805.4,104.3,24.2,18.6,-126.0,1247.3,29.8
024321,ISPAT INLAND INC,IST1,0,46499Y007,USA,3312,I,2002,12,2002-12-31,3163.8,3402.0,2303.4,193.5,1733.9,99.1,10.0,2.3,-7.1,1241.9,15.5
024321,ISPAT INLAND INC,IST1,0,46499Y007,USA,3312,I,2003,12,2003-12-31,3136.0,3523.3,2222.9,86.7,1751.3,97.0,13.4,15.9,-52.6,1088.0,268.2
024321,ISPAT INLAND INC,IST1,0,46499Y007,USA,3312,I,2004,12,2004-12-31,3294.2,3184.9,3157.6,635.2,1689.4,100.2,80.7,30.6,258.7,1012.8,9.2
024344,VERTEX PHARMACEUTICALS INC,VRTX,14,92532F100,USA,2836,A,2000,12,2000-12-31,772.881,385.984,78.127,-29.587,28.149,9.095,388.599,0.0,-39.658,347.313,2.377
024344,VERTEX PHARMACEUTICALS INC,VRTX,14,92532F100,USA,2836,A,2001,12,2001-12-31,925.131,449.78,167.49,-54.764,80.377,13.385,743.202,0.0,-66.233,323.026,4.579
024344,VERTEX PHARMACEUTICALS INC,VRTX,14,92532F100,USA,2836,A,2002,12,2002-12-31,815.72,437.139,161.085,-95.601,95.991,24.003,634.984,0.0,-108.621,325.944,2.195
024344,VERTEX PHARMACEUTICALS INC,VRTX,14,92532F100,USA,2836,A,2003,12,2003-12-31,724.411,531.566,69.141,-144.715,80.083,27.988,583.164,0.0,-196.767,333.46,14.113
024344,VERTEX PHARMACEUTICALS INC,VRTX,14,92532F100,USA,2836,A,2004,12,2004-12-31,545.453,510.012,102.717,-108.88,64.225,28.353,392.32,0.0,-166.247,334.997,0.0
