gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc,log_assets,ebitda_margin,asset_tangibility,cash_holdings,non_debt_tax_shield,roa,book_leverage,lev
025918,ZOLTEK COS INC,ZOLT,14,98975W104,USA,3620,I,2013,9,2013-09-30,352.865,45.649,140.451,26.227,209.621,18.13,32.291,,5.236,19.38,4.33,5.866085547525277,0.18673416351610173,0.5940543834044182,0.09151091777308601,0.0513794227254049,0.014838535984016549,0.06719283578705737,0.06719283578705737
187122,LIVEONE INC,LVO,14,53814X300,USA,7370,A,2012,4,2013-04-30,0.07,0.952,,-1.407,0.004,0.001,0.002,,-1.525,,0.301,-2.659260036932778,0.11070856853989385,0.05714285714285714,0.02857142857142857,0.014285714285714285,-19.710255789250056,4.3,4.3
066285,HERITAGE FINANCIAL CORP,HFWA,14,42722X106,USA,6020,A,2003,12,2003-12-31,640.92,578.688,44.315,20.449,17.451,1.863,35.526,3.727,8.904,,31.1,6.462904644139679,0.46144646282297197,0.027228047182175624,0.055429694813705306,0.002906759033888785,0.013892529488859764,0.04852399675466518,0.04852399675466518
020185,SCOTTS MIRACLE-GRO CO,SMG,11,810186106,USA,2870,A,2014,9,2014-09-30,2058.3,1491.1,2841.3,415.3,437.0,64.4,89.3,233.0,166.5,692.4,91.9,7.629635678364955,0.14616548762890225,0.2123111305446242,0.043385317980857985,0.03128795608026041,0.08089199825098381,0.3810426079774571,0.3810426079774571
012428,PORTLAND GENERAL ELECTRIC CO,ENRNQ2,,736508003,USA,4911,A,2010,12,2010-12-31,5491.0,3892.0,1783.0,505.0,4133.0,238.0,4.0,78.0,125.0,1798.0,29.0,8.610865667278873,0.2832305103757712,0.7526862138044073,0.0007284647605172099,0.043343653250773995,0.022764523766162812,0.33272627936623567,0.33272627936623567
155933,LECG CORP,XPRT,19,523234102,USA,8742,I,2004,12,2004-12-31,214.711,60.324,216.555,32.612,6.493,3.76,42.082,0.431,17.104,,,5.369292937852696,0.15059453718454896,0.030240649058501892,0.19599368453409466,0.017511911359921008,0.0796605669947045,0.0,0.0
275862,AQUABOUNTY TECHNOLOGIES INC,AQB,14,03842K309,USA,2836,A,2021,12,2021-12-31,228.436,14.633,1.175,-20.335,34.099,1.788,190.229,,-22.323,8.747,0.693,5.43125608357507,-17.306382978723406,0.14927156840427952,0.8327452765763715,0.007827137579015566,-0.09772102470713898,0.04132448475721865,0.04132448475721865
021004,LANTHEUS HOLDINGS INC,LNTH,14,516544103,USA,2835,A,2023,12,2023-12-31,1651.149,835.257,1296.429,552.002,192.022,60.043,713.656,,326.661,616.123,2.727,7.4092266881823345,0.42578652591079025,0.11629598540168089,0.4322178071149242,0.03636437414188544,0.19783859603221757,0.37479960924180683,0.37479960924180683
013646,TIFFANY & CO,TIF,11,886547108,USA,5944,I,2006,1,2007-01-31,2845.51,1040.615,2648.321,544.0,932.389,121.672,192.003,52.611,253.927,406.383,112.079,7.953497592357861,0.20541316554904032,0.32767025946139705,0.0674757776286149,0.04275929446742411,0.08923778162789797,0.18220354172011344,0.18220354172011344
016989,PEOPLES BANCORP NC INC,PEBK,14,710577107,USA,6020,A,2004,12,2004-12-31,686.348,635.41,42.313,11.572,12.743,,16.791,1.257,4.431,67.617,7.0,6.5313847877282445,0.27348568997707556,0.0185663832341611,0.02446426594089296,0.0017669655194348538,0.006455908664409309,0.10871598664234472,0.10871598664234472
183022,HEALTHWAREHOUSE.COM INC,HEWA,19,42227G202,USA,5961,A,2021,12,2021-12-31,3.62,5.505,16.144,-0.225,0.835,0.135,2.179,,-0.573,2.148,,1.2864740258376797,-0.013937066402378594,0.23066298342541436,0.6019337016574585,0.03729281767955801,-0.15828729281767953,0.5933701657458563,0.5933701657458563
008818,PUGET ENERGY INC,PSD,11,745310102,USA,4931,I,2009,12,2009-12-31,11900.14,8476.672,3328.861,890.013,6800.403,332.685,98.371,82.991,186.771,4040.698,337.0,9.384305443736299,0.26736262042782805,0.5714557139663904,0.008266373336784273,0.02795639379032516,0.015694857371425883,0.36786945363667994,0.36786945363667994
174744,EVERCORE INC,EVR,11,29977A105,USA,6200,A,2019,12,2019-12-31,2598.613,1472.363,2028.837,500.027,326.787,31.023,1283.751,104.049,297.436,592.313,59.316,7.862733120129881,0.24645991767697453,0.12575439282417197,0.49401392204225875,0.01193829169637803,0.1144595212907809,0.2507603094419985,0.2507603094419985
164155,GLADSTONE INVESTMENT CORP/DE,GAIN,14,376546107,USA,6797,A,2021,3,2022-03-31,740.412,294.582,72.552,32.177,,,14.495,38.85,102.316,261.348,,6.607206788023433,0.44350259124490016,0.010320582740063824,0.019576938245193215,0.008842549821829221,0.1381879278023587,0.35297645094893115,0.35297645094893115
004758,FLAMEMASTER CORP,FAME,19,338490204,USA,2891,I,2003,9,2003-09-30,7.402,1.097,4.772,0.634,0.189,0.057,5.52,0.134,0.539,0.913,,2.001750233963964,0.13285834031852473,0.02553363955687652,0.7457443934071871,0.007700621453661172,0.072818157254796,0.12334504188057283,0.12334504188057283
142088,CENTERSTATE BANK CORP,CSFL,14,15201P109,USA,6020,I,2005,12,2005-12-31,871.521,774.16,45.646,17.456,28.909,1.642,94.926,1.225,6.33,10.0,42.811,6.770239961055305,0.38242124172983394,0.033170744021084976,0.10891992275573395,0.0018840624609160308,0.007263164054566671,0.06059635969758618,0.06059635969758618
065045,INX INC,INXI,14,46185W109,USA,7370,I,2002,12,2002-12-31,15.751,8.111,42.021,-1.76,1.115,0.596,3.491,,-0.384,0.247,0.157,2.756903855319598,-0.04188381999476452,0.070789156244048,0.2216367214780014,0.0378388673735001,-0.024379404482255097,0.025649165132372552,0.025649165132372552
174567,INNOPHOS HOLDINGS INC,IPHS,14,45774N108,USA,2810,I,2012,12,2012-12-31,739.266,294.943,862.399,146.99,195.723,42.497,26.815,19.468,74.19,172.0,4.0,6.605657802056028,0.17044314754539372,0.26475314704044284,0.03627246485027041,0.057485397678237606,0.10035629935638864,0.23807398148974795,0.23807398148974795
066029,BLUE RIDGE MOUNTAIN RESOURCE,MHRCQ,19,55973B102,USA,1311,I,2007,12,2007-12-31,66.363,16.381,6.921,-1.11,43.731,1.876,15.4,,-5.539,,11.344,4.195139672256995,-0.16038144776766364,0.6589665928303422,0.23205701972484669,0.028268764221026775,-0.08346518391272245,0.17093862543887406,0.17093862543887406
010008,STANDEX INTERNATIONAL CORP,SXI,11,854231107,USA,3670,A,2024,6,2024-06-30,1005.057,383.554,720.635,139.202,172.041,26.8,156.882,14.076,73.074,179.601,8.289,6.912799535302772,0.19316574965134917,0.17117536617326182,0.15609263952193755,0.02666515431463091,0.07270632411893056,0.18694462105134335,0.18694462105134335
014451,QUANTRX BIOMEDICAL CP,QTXB,19,74765N109,USA,3841,I,2003,12,2003-12-31,0.092,1.122,0.044,-0.045,,0.005,0.02,,-0.046,,0.452,-2.385966701933097,-1.0227272727272727,0.05972696245733789,0.2173913043478261,0.05434782608695653,-0.5,4.91304347826087,4.91304347826087
007620,MURPHY OIL CORP,MUR,11,626717102,USA,1311,A,2022,12,2022-12-31,10308.952,5160.059,3899.73,2527.656,9174.422,836.36,491.963,128.219,965.047,2565.106,221.1,9.24076792295983,0.6481617958166335,0.8899471061655929,0.04772192168515287,0.08112948823507958,0.09361252239800905,0.27027053768414094,0.27027053768414094
031774,BRIGHTHOUSE FINANL INC,BHF,14,10922N103,USA,6311,A,2018,12,2018-12-31,206294.0,191811.0,8707.0,995.0,,106.0,27173.0,,865.0,3361.0,602.0,11.665055300146856,0.11427586998966349,0.0007680327615343,0.13171977856845085,0.0005138297769203176,0.004193044877698818,0.01921044722580395,0.01921044722580395
126721,TELEDYNE TECHNOLOGIES INC,TDY,11,879360105,USA,3812,A,2017,12,2017-12-31,3846.4,1899.1,2603.8,465.8,442.8,107.3,70.9,,227.2,1069.3,3.6,8.254892924900833,0.17889238804823718,0.1151206322795341,0.018432820299500833,0.027896214642262895,0.059068219633943424,0.2789361480865224,0.2789361480865224
063952,INNOVATE CORP,3PRTLQ,13,741929103,USA,3440,A,2022,12,2022-12-31,1151.7,1181.3,1637.3,63.5,230.8,42.2,80.7,,-35.9,737.6,47.7,7.048994390674862,0.03878336285347829,0.200399409568464,0.0700703308153165,0.03664148649822002,-0.031171311973604236,0.6818615959017106,0.6818615959017106
004702,FIRST FINANCIAL CORP/TX,4069B,1,320222102,USA,6162,I,2002,12,2002-12-31,49.824,44.972,12.866,2.533,0.664,0.187,2.093,,1.049,,42.213,3.9084967956515877,0.1968754857764651,0.013326910725754657,0.04200786769428388,0.0037532113037893385,0.021054110468850352,0.8472422928709057,0.8472422928709057
012142,ORACLE CORP,ORCL,11,68389X105,USA,7372,A,2024,5,2025-05-31,168361.0,147392.0,57399.0,24125.0,56667.0,6174.0,11203.0,4743.0,12443.0,99533.0,9442.0,11.665055300146856,0.42030348960783287,0.3365803244219267,0.06654153871739893,0.03667120057495501,0.07390666484518386,0.6472698546575514,0.6472698546575514
181820,FS BANCORP INC,FSBW,14,30263Y104,USA,6036,A,2011,12,2011-12-31,283.793,257.026,18.912,6.818,9.852,,19.253,,1.545,1.7,7.2,5.6482450991645266,0.3605118443316413,0.034715444003199515,0.0678417015218839,0.003102615501446975,0.005444108910367768,0.03136088627978844,0.03136088627978844
065042,CLARIENT INC,CLRT,14,180489106,USA,8734,I,2000,12,2000-12-31,14.902,1.691,1.196,-13.591,4.454,1.92,9.797,,-14.752,,,2.701495432131536,-11.36371237458194,0.2988860555630117,0.6574285330828078,0.1288417662058784,-0.9899342370151658,0.0,0.0
020686,SYNCHRONY FINANCIAL,SYF,11,87165B103,USA,6141,A,2020,12,2020-12-31,95948.0,83247.0,16472.0,2838.0,,383.0,15703.0,520.0,1385.0,10950.0,4825.0,11.471561657028921,0.17229237493929092,0.017633259689890893,0.16366156668195272,0.0039917455288281155,0.014434902238712636,0.16441197315212408,0.16441197315212408
119813,AMERICAN CMNTY BANCSHARES,ACBA.1,14,02520W106,USA,6020,I,2005,12,2005-12-31,436.671,385.785,28.878,10.999,9.66,1.219,16.949,0.861,4.508,26.473,11.992,6.079180051141971,0.38087817715908306,0.022121917874097435,0.03881411863851733,0.002791575350778962,0.010323561674578803,0.08808691211461261,0.08808691211461261
006008,INTEL CORP,INTC,14,458140100,USA,3674,A,2010,12,2010-12-31,63186.0,13756.0,43623.0,20637.0,17899.0,4638.0,21885.0,3503.0,11464.0,2077.0,38.0,11.053838036608653,0.4730761295646792,0.2832747760579875,0.3463583705251163,0.07340233596049758,0.1814325958281898,0.033472604690912545,0.033472604690912545
233491,MAGNACHIP SEMICONDUCTOR CORP,MX,11,55933J203,USA,3674,A,2021,12,2021-12-31,583.654,130.892,474.23,64.13,112.157,14.239,279.547,,56.708,2.025,2.391,6.369308341497615,0.13522974084305084,0.1921635078316948,0.4789601373416442,0.024396303289277554,0.09716030387866784,0.007566126506457594,0.007566126506457594
116787,CONCUR TECHNOLOGIES INC,CNQR,14,206708109,USA,7372,I,2010,9,2010-09-30,1043.754,404.971,292.936,65.015,36.229,24.042,633.23,,20.581,228.128,0.199,6.950579108493051,0.22194267689870828,0.03471028614022078,0.6066851001289577,0.02303416322236849,0.01971824778635579,0.2187555688409338,0.2187555688409338
187164,HOMESTREET INC,HMST,14,43799F937,USA,6020,I,2012,12,2012-12-31,2631.23,2367.468,319.164,159.302,15.232,4.849,25.285,,82.126,77.447,243.5,7.875206696451685,0.49912270807484554,0.005788927611801324,0.009609574229542837,0.0018428643638146419,0.031212018713681434,0.12197603402211134,0.12197603402211134
130766,NEXTEL PARTNERS INC,NXTP.1,14,65333F107,USA,4812,I,2005,12,2005-12-31,2293.928,1474.731,1801.651,574.559,1079.05,170.133,165.027,,605.352,1226.608,3.817,7.738020910971824,0.31890693591600144,0.47039401411029463,0.07194079325942226,0.07416666957288982,0.263893199786567,0.5363834435954398,0.5363834435954398
013664,GCI LIBERTY IN -OLD,GLIBA.1,14,36164V305,USA,4812,I,2017,12,2017-12-31,6885.0,3730.0,23.0,-53.0,1.0,4.0,573.0,,1233.0,867.0,979.0,8.837100411162755,-2.3043478260869565,0.0007680327615343,0.0832244008714597,0.0005809731299927379,0.17908496732026144,0.2681190994916485,0.2681190994916485
013071,RADNET INC,RDNT,14,750491102,USA,8071,A,2011,12,2011-12-31,619.188,688.995,619.8,106.984,215.527,57.481,2.455,,7.231,545.384,13.442,6.428408942242765,0.1726105195224266,0.3480800661511528,0.003964870120221968,0.09283287143807697,0.011678197897892078,0.9025142606122858,0.9025142606122858
063106,ACT CLEAN TECHNOLOGIES INC,ACLH,19,00089J102,USA,8742,I,2003,12,2003-12-31,3.319,5.024,0.02,-1.035,2.974,0.042,0.119,,-0.79,4.854,,1.1996635327378375,-51.74999999999999,0.8960530280204881,0.035854172943657725,0.012654413980114493,-0.23802350105453451,1.4624887014160892,1.4624887014160892
024040,IONIS PHARMACEUTICALS INC,IONS,14,462222100,USA,2836,A,2020,12,2020-12-31,2389.755,1546.408,729.264,-66.653,194.177,15.429,1894.406,,-451.286,539.112,300.462,7.778946129210749,-0.09139762829373177,0.0812539360729447,0.7927197557908655,0.00645631037491291,-0.18884195241771645,0.35132220666972136,0.35132220666972136
061566,IDX SYSTEMS CORP,IDXC,14,449491109,USA,7373,I,2004,12,2004-12-31,496.915,164.61,520.669,61.486,94.291,16.891,161.629,,31.762,,,6.208418985313046,0.11809037987665869,0.18975277461940168,0.32526488433635525,0.033991728967730894,0.06391837638227865,0.0,0.0
109079,RED LION HOTELS CORP,RLH,11,756764106,USA,7011,I,2017,12,2017-12-31,330.35,140.11,171.926,21.107,167.938,18.824,44.858,,0.581,49.3,63.506,5.800152698475895,0.12276793504182032,0.5083638565158165,0.1357893143635538,0.056981988799757834,0.001758740729529287,0.34147419403662777,0.34147419403662777
004274,ELECTRO SCIENTIFIC INDS INC,ESIO,14,285229100,USA,3690,I,2002,5,2003-05-31,491.302,180.985,136.885,-36.384,36.592,10.352,251.782,,-50.086,141.891,,6.197059009998802,-0.26579975892172264,0.07447964795583978,0.5124790861832437,0.021070543168967355,-0.10194544292512547,0.2888060704006904,0.2888060704006904
061662,LEARNING TREE INTL INC,LTRE,19,522015106,USA,8200,A,2013,9,2013-09-30,68.962,53.301,116.81,0.367,16.698,6.14,26.583,0.026,-8.719,,,4.233555628255064,0.0031418542932968065,0.24213334880078882,0.38547315913111563,0.08903454076157884,-0.12643194802934948,0.0,0.0
124434,BLACKROCK INC,BLK,11,09290D101,USA,6282,A,2003,12,2003-12-31,967.223,252.676,598.212,249.642,87.006,21.366,315.941,25.614,155.402,,,6.874429079001301,0.4173135945116447,0.08995443656736865,0.3266475259583364,0.022090045418688347,0.1606682223230837,0.0,0.0
033500,DIANTHUS THERAPEUTICS INC,DNTH,14,252828108,USA,2836,A,2022,12,2022-12-31,146.645,40.687,,-78.977,29.263,1.925,112.041,,-76.462,26.138,3.824,4.988014700058722,0.11070856853989385,0.19954993351290531,0.7640287769784172,0.013126939206928296,-0.5214088444883903,0.20431654676258992,0.20431654676258992
003369,RAVE RESTAURANT GROUP INC,RAVE,14,754198109,USA,5812,A,2024,6,2024-06-30,15.819,3.117,12.15,3.158,0.999,0.219,7.831,,2.473,0.555,0.402,2.7612117492164425,0.259917695473251,0.06315190593589987,0.49503761299702886,0.013844111511473543,0.1563309943738542,0.060496870851507685,0.060496870851507685
061487,BANNER CORP,BANR,14,06652V208,USA,6020,A,2017,12,2017-12-31,9763.209,8490.583,493.63,226.418,154.815,20.947,261.2,66.364,60.776,98.909,95.86,9.186376416350834,0.45867957782144525,0.015856978991231264,0.026753498772790787,0.002145503594156388,0.0062250024556475235,0.01994928102020555,0.01994928102020555
187251,FLUOROPHARMA MEDICAL,FPMI,19,343870101,USA,2835,A,2014,12,2014-12-31,0.82,5.617,,-5.127,0.012,0.042,0.292,,-4.131,,2.124,-0.19845093872383832,0.11070856853989385,0.014634146341463415,0.35609756097560974,0.051219512195121955,-5.037804878048781,2.5902439024390245,2.5902439024390245
030247,MERIX CORP,MERX,14,590049102,USA,3672,I,2005,5,2006-05-31,378.93,172.687,308.982,32.697,122.862,21.693,31.141,,1.432,91.077,7.655,5.9373514914539935,0.10582169835136027,0.3242340273929222,0.08218140553664265,0.0572480405351912,0.0037790620959016175,0.2605547198691051,0.2605547198691051
176362,AEROVIRONMENT INC,AVAV,14,008073108,USA,3721,A,2013,4,2014-04-30,384.954,42.487,251.703,26.691,19.997,9.155,197.608,,13.718,,,5.953123846629937,0.10604164431889965,0.05194646633104215,0.5133288652670189,0.0237820622723754,0.035635426570447375,0.0,0.0
001632,ANALOG DEVICES INC,ADI,14,032654105,USA,3674,A,2005,10,2005-10-31,4583.211,891.71,2388.808,703.031,599.906,155.564,2940.318,118.998,414.787,,,8.430155123161308,0.2943020117146292,0.13089207544666825,0.6415410505865866,0.033942142310271116,0.09050139738275195,0.0,0.0
017626,ARMADA HOFFLER PROPERTIES,AHH,11,04208T108,USA,6798,A,2024,12,2024-12-31,2512.863,1623.194,708.715,,,,72.223,57.996,35.645,1282.869,136.701,7.829178019543386,0.11070856853989385,0.010320582740063824,0.028741320159515263,0.008842549821829221,0.01418501525948689,0.5649213665846486,0.5649213665846486
004241,EL PASO ELECTRIC CO,EE.2,11,283677854,USA,4911,A,2018,12,2018-12-31,3628.502,2464.399,903.603,268.611,3085.047,96.382,12.9,57.539,84.315,1285.98,148.446,8.196575169909993,0.29726660934060645,0.8502260712547492,0.0035551861346638366,0.02656247674660232,0.023236861933657472,0.3953218160001014,0.3953218160001014
061523,A D A M INC,ADAM.1,14,00088U108,USA,7372,I,2004,12,2004-12-31,13.244,4.395,8.433,2.101,0.184,0.562,5.968,,1.621,0.037,0.017,2.583544619685,0.24914028222459386,0.01389308366052552,0.4506191482935669,0.04243430987617035,0.12239504681365147,0.004077318030806403,0.004077318030806403
009867,SOUTHERN UNION CO,SUG,11,844030106,USA,4924,I,2000,6,2000-06-30,2021.46,1286.813,831.704,145.254,1487.161,55.14,215.646,,9.845,833.774,2.196,7.6115753015983865,0.1746462683839443,0.7356865829647878,0.10667834139681219,0.02727731441631296,0.004870242300119716,0.41354763388837773,0.41354763388837773
